iter	Passed	Remaining
552	168505	136206
553	168764	135864
554	169057	135550
555	169375	135256
556	169735	134996
557	170007	134665
558	170329	134374
559	170606	134047
560	170889	133726
561	171169	133402
562	171504	133121
563	171829	132832
564	172195	132575
565	172641	132378
566	172956	132081
567	173299	131805
568	173570	131473
569	173949	131225
570	174327	130974
571	174615	130656
572	175043	130442
573	175391	130168
574	175760	129909
575	176118	129643
576	176408	129325
577	176665	128983
578	176954	128666
579	177333	128413
580	177775	128206
581	178159	127956
582	178541	127704
583	178873	127416
584	179218	127138
585	179615	126895
586	179941	126602
587	180226	126281
588	180522	125967
589	180868	125688
590	181177	125383
591	181473	125069
592	181725	124725
593	182014	124406
594	182406	124159
595	182656	123814
596	182951	123499
597	183236	123178
598	183536	122868
599	183802	122535
600	184051	122190
601	184327	121864
602	184605	121539
603	184847	121191
604	185131	120871
605	185387	120532
606	185659	120204
607	186007	119926
608	186255	119582
609	186547	119268
610	186786	118919
611	187101	118620
612	187368	118289
613	187660	117975
614	187930	117647
615	188213	117327
616	188466	116989
617	188825	116717
618	189089	116386
619	189349	116053
620	189647	115742
621	189935	115426
622	190296	115155
623	190600	114848
624	190863	114518
625	191149	114201
626	191408	113867
627	191671	113537
628	191931	113205
629	192236	112900
630	192570	112612
631	192842	112287
632	193116	111964
633	193392	111643
634	193743	111364
635	194046	111058
636	194374	110766
637	194636	110436
638	194910	110113
639	195154	109774
640	195414	109444
641	195723	109141
642	195994	108818
643	196247	108484
644	196526	108165
645	196826	107858
646	197129	107552
647	197369	107213
648	197705	106925
649	197947	106586
650	198245	106279
651	198520	105958
652	198810	105646
653	199069	105318
654	199350	105001
655	199644	104691
656	199951	104388
657	200189	104049
658	200519	103758
659	200825	103455
660	201121	103146
661	201397	102828
662	201615	102480
663	201886	102159
664	202151	101835
665	202469	101538
666	202816	101256
667	203108	100946
668	203405	100638
669	203730	100344
670	204030	100038
671	204307	99721
672	204575	99399
673	204892	99102
674	205229	98814
675	205485	98487
676	205787	98182
677	206100	97882
678	206370	97562
679	206679	97261
680	206967	96949
681	207269	96644
682	207573	96340
683	207850	96024
684	208085	95688
685	208391	95385
686	208681	95076
687	209001	94779
688	209306	94476
689	209631	94182
690	209952	93886
691	210185	93550
692	210436	93223
693	210732	92916
694	211124	92651
695	211467	92364
696	211776	92063
697	212119	91776
698	212464	91490
699	212796	91198
700	213075	90883
701	213311	90551
702	213583	90233
703	213918	89943
704	214255	89653
705	214506	89327
706	214776	89009
707	215076	88703
708	215332	88380
709	215598	88061
710	215857	87739
711	216140	87427
712	216443	87123
713	216707	86804
714	216974	86486
715	217210	86156
716	217561	85871
717	217828	85553
718	218071	85226
719	218353	84915
720	218612	84594
721	218901	84286
722	219144	83959
723	219412	83643
724	219667	83322
725	220016	83036
726	220265	82713
727	220573	82412
728	220795	82079
729	221044	81756
730	221319	81442
731	221585	81126
732	221865	80815
733	222152	80507
734	222431	80196
735	222771	79907
736	223030	79588
737	223392	79307
738	223640	78985
739	223904	78669
740	224166	78352
741	224441	78040
742	224745	77738
743	225042	77434
744	225347	77132
745	225561	76799
746	225839	76489
747	226128	76182
748	226378	75862
749	226716	75572
750	227020	75270
751	227316	74966
752	227562	74645
753	227860	74341
754	228135	74030
755	228419	73722
756	228724	73421
757	229022	73117
758	229290	72805
759	229519	72479
760	229839	72183
761	230089	71865
762	230382	71560
763	230640	71244
764	230896	70928
765	231175	70620
766	231407	70297
767	231719	69998
768	231984	69685
769	232327	69396
770	232625	69093
771	232928	68792
772	233221	68487
773	233502	68180
774	233747	67862
775	233966	67536
776	234252	67230
777	234572	66934
778	234858	66628
779	235148	66323
780	235396	66007
781	235738	65717
782	235988	65401
783	236291	65100
784	236571	64793
785	236871	64491
786	237152	64184
787	237457	63884
788	237862	63610
789	238110	63295
790	238411	62993
791	238710	62691
792	239029	62394
793	239297	62084
794	239517	61762
795	239765	61447
796	240052	61142
797	240346	60839
798	240610	60529
799	240879	60219
800	241220	59928
801	241509	59624
802	241743	59306
803	242010	58997
804	242291	58691
805	242530	58375
806	242819	58072
807	243154	57779
808	243447	57476
809	243740	57173
810	244045	56873
811	244305	56563
812	244601	56261
813	244825	55943
814	245104	55637
815	245409	55337
816	245658	55025
817	245946	54721
818	246268	54425
819	246530	54116
820	246780	53804
821	247071	53502
822	247317	53189
823	247619	52889
824	247913	52587
825	248150	52273
826	248413	51965
827	248730	51668
828	248967	51355
829	249232	51047
830	249491	50738
831	249730	50426
832	250045	50129
833	250273	49814
834	250506	49501
835	250849	49209
836	251099	48899
837	251362	48592
838	251636	48287
839	251925	47985
840	252182	47677
841	252450	47372
842	252748	47071
843	253026	46767
844	253313	46465
845	253578	46159
846	253838	45852
847	254115	45549
848	254388	45244
849	254647	44937
850	254961	44640
851	255225	44334
852	255492	44029
853	255762	43725
854	255996	43414
855	256261	43109
856	256585	42814
857	256824	42504
858	257101	42201
859	257442	41909
860	257746	41610
861	258017	41306
862	258262	40998
863	258557	40698
864	258889	40404
865	259165	40101
866	259432	39797
867	259703	39494
868	259996	39193
869	260334	38900
870	260584	38594
871	260851	38290
872	261129	37987
873	261432	37689
874	261717	37388
875	262015	37088
876	262352	36795
877	262624	36492
878	262920	36192
879	263185	35888
880	263507	35592
881	263858	35300
882	264129	34997
883	264388	34693
884	264635	34387
885	264897	34083
886	265185	33783
887	265482	33484
888	265741	33180
889	265973	32873
890	266260	32572
891	266526	32269
892	266766	31964
893	267039	31662
894	267299	31359
895	267590	31059
896	267891	30761
897	268160	30459
898	268426	30156
899	268705	29856
900	268988	29555
901	269302	29259
902	269582	28958
903	269812	28652
904	270083	28351
905	270346	28049
906	270641	27750
907	270909	27449
908	271174	27147
909	271454	26847
910	271719	26545
911	271945	26240
912	272262	25943
913	272506	25640
914	272813	25343
915	273109	25045
916	273380	24744
917	273640	24442
918	273907	24142
919	274153	23839
920	274396	23536
921	274684	23237
922	274947	22937
923	275189	22634
924	275469	22335
925	275765	22037
926	276055	21739
927	276333	21439
928	276609	21140
929	276863	20839
930	277185	20543
931	277426	20241
932	277690	19941
933	277909	19638
934	278199	19340
935	278431	19038
936	278710	18739
937	279054	18444
938	279356	18147
939	279629	17848
940	279874	17547
941	280129	17247
942	280418	16949
943	280722	16653
944	280939	16350
945	281166	16049
946	281437	15750
947	281790	15456
948	282005	15155
949	282293	14857
950	282586	14560
951	282827	14260
952	283105	13962
953	283387	13664
954	283703	13368
955	283981	13070
956	284290	12773
957	284593	12476
958	284807	12176
959	285048	11877
960	285285	11577
961	285557	11279
962	285810	10981
963	286079	10683
964	286351	10385
965	286624	10088
966	286929	9791
967	287194	9494
968	287444	9195
969	287719	8898
970	287973	8600
971	288315	8305
972	288588	8008
973	288877	7711
974	289165	7414
975	289424	7117
976	289694	6819
977	289937	6522
978	290220	6225
979	290500	5928
980	290768	5631
981	291017	5334
982	291275	5037
983	291553	4740
984	291869	4444
985	292190	4148
986	292501	3852
987	292752	3555
988	293055	3259
989	293316	2962
990	293586	2666
991	293862	2369
992	294121	2073
993	294415	1777
994	294694	1480
995	294939	1184
996	295221	888
997	295525	592
998	295809	296
999	296088	0
